Employee_ID,Age,Gender,Department,Job_Role,Education_Level,Marital_Status,Total_Work_Experience,Years_At_Company,Years_In_Current_Role,Monthly_Salary,Salary_Hike_Percent,Job_Level,Overtime,Work_Life_Balance,Job_Satisfaction,Environment_Satisfaction,Relationship_With_Manager,Training_Hours_Last_Year,Performance_Rating,Distance_From_Home,Promotion_Last_5_Years,Absenteeism_Rate,Company_Stock_Option,Attrition
E1165,26,Male,Research,Research Associate,Bachelor,Single,1,0.5,0.2,39293,20,Level 3,Yes,4,0.46,0.62,5,15,4,35,No,3.4,Yes,0
E1166,51,Male,Sales,Sales Executive,High School,Divorced,19.2,6.2,4.1,54227,24,Level 4,No,4,0.73,0.27,1,26,3,31,No,2.89,Yes,0
E1167,54,Female,IT,DevOps Engineer,High School,Married,10,3.5,0.3,76772,20,Level 3,Yes,2,0.63,0.39,5,21,4,24,Yes,3.29,No,0
E1168,50,Male,Finance,Financial Analyst,High School,Single,6,4.5,3.9,40280,6,Level 4,No,3,0.46,0.5,3,46,1,18,No,1.49,Yes,0
E1169,30,Male,Research,Data Scientist,PhD,Single,1.5,1.4,0.3,113334,13,Level 3,No,4,0.2,0.77,5,11,3,36,No,4.56,No,0
E1170,43,Male,Operations,Operations Executive,Bachelor,Divorced,9.4,8.5,1.9,82840,15,Level 3,No,3,0.93,0.95,4,35,5,25,Yes,3.82,Yes,0
E1171,56,Female,IT,DevOps Engineer,Bachelor,Divorced,8.6,2.8,0.3,34185,22,Level 4,No,1,0.63,0.31,1,38,2,14,Yes,9.36,No,0
E1172,22,Male,Finance,Accountant,PhD,Married,0.5,0.2,0.2,91369,20,Level 3,Yes,3,0.32,0.7,1,25,5,16,Yes,5.54,No,1
E1173,39,Female,IT,DevOps Engineer,Master,Divorced,10.8,4.6,0.4,88383,21,Level 5,Yes,3,0.59,0.2,4,24,1,9,Yes,5.63,Yes,0
E1174,56,Female,Finance,Finance Manager,High School,Divorced,11,0.7,0.3,104002,23,Level 3,No,3,0.39,0.24,5,37,2,27,No,0.46,No,1
E1175,41,Male,Research,Data Scientist,High School,Divorced,8.8,5.9,3.9,28190,18,Level 4,No,4,0.66,0.83,2,49,5,24,Yes,2.33,Yes,0
E1176,23,Female,Sales,Sales Executive,Diploma,Divorced,0.6,0.4,0.2,101712,23,Level 1,No,2,0.4,0.54,4,6,5,25,Yes,6.73,No,0
E1177,24,Male,Marketing,Brand Manager,Bachelor,Married,1.6,0.4,0.3,68607,5,Level 2,No,1,0.1,0.37,3,34,1,3,Yes,1.83,Yes,1
E1178,47,Female,Operations,Operations Manager,PhD,Divorced,1.1,0.2,0.1,53064,16,Level 3,No,2,0.49,0.57,3,22,3,15,Yes,1.21,Yes,0
E1179,36,Male,IT,Software Engineer,High School,Divorced,6.3,3.3,3.2,79638,9,Level 3,No,2,0.47,0.42,2,37,2,30,No,9.2,Yes,0
E1180,53,Male,Research,Research Associate,PhD,Married,30.3,10.4,8,119615,21,Level 2,Yes,1,0.52,0.24,1,52,4,36,Yes,6.67,No,0
E1181,27,Female,Research,Data Scientist,Bachelor,Divorced,5.8,1.1,0.2,38529,21,Level 5,No,4,0.5,0.93,3,17,4,27,Yes,5.62,Yes,0
E1182,27,Female,Human Resources,Recruiter,PhD,Married,4.3,2,1.9,66434,16,Level 2,No,1,0.79,0.97,1,17,5,25,No,1.71,Yes,0
E1183,55,Female,IT,System Administrator,Bachelor,Married,13,9.9,4.4,57312,24,Level 3,Yes,3,0.5,0.12,4,5,4,23,Yes,0.27,No,0
E1184,37,Male,Human Resources,Recruiter,Diploma,Married,4,3.9,2.2,67154,17,Level 3,No,1,0.21,0.17,1,41,4,15,No,7.47,Yes,0
E1185,58,Female,Marketing,Marketing Specialist,PhD,Single,31.3,3.4,2.9,59531,15,Level 3,No,2,0.78,0.93,2,47,3,35,No,0.55,No,0
E1186,40,Female,Research,Research Analyst,High School,Married,11.4,10.8,1.8,102841,21,Level 4,No,2,0.57,0.4,4,30,4,3,Yes,2.59,No,0
E1187,54,Female,Research,Research Analyst,Bachelor,Single,4,3.6,0.4,113993,13,Level 2,Yes,1,0.26,0.45,4,51,3,19,No,4.16,No,0
E1188,44,Female,Sales,Sales Representative,High School,Married,6.4,1.2,0.3,88158,5,Level 1,Yes,3,0.42,0.41,2,5,3,31,No,9.66,Yes,0
E1189,42,Male,Human Resources,HR Manager,Diploma,Single,12.6,10.5,5.5,105160,19,Level 4,Yes,3,0.64,0.9,5,51,3,22,No,3.6,No,0
E1190,33,Female,Research,Data Scientist,Diploma,Divorced,2.7,1.4,1,70193,6,Level 3,No,4,0.81,0.14,2,40,3,25,Yes,6.98,No,0
E1191,42,Female,Human Resources,HR Executive,PhD,Single,1.1,0.7,0.4,45378,22,Level 3,Yes,3,0.78,0.72,3,35,5,30,No,1.53,No,0
E1192,36,Female,Research,Research Analyst,High School,Married,2.3,0.4,0.1,22364,13,Level 3,Yes,3,0.9,0.48,3,36,4,26,Yes,0.02,Yes,1
E1193,34,Female,Research,Data Scientist,PhD,Married,2,1.3,0.6,60469,23,Level 3,No,3,0.17,0.55,1,15,2,21,No,1.53,No,0
E1194,31,Male,Human Resources,Recruiter,Bachelor,Married,2.5,1.4,0.3,34774,5,Level 1,Yes,3,0.97,0.96,4,31,3,6,Yes,8.84,No,0
E1195,29,Male,Research,Research Analyst,PhD,Divorced,7.9,0.1,0.1,101448,19,Level 4,Yes,3,0.45,0.19,2,57,5,24,No,1.04,Yes,1
E1196,49,Female,Operations,Operations Executive,Bachelor,Single,16.3,9.1,8.2,61745,20,Level 4,Yes,2,0.27,0.86,1,46,1,18,Yes,4.1,No,0
E1197,32,Male,Research,Research Analyst,High School,Divorced,2.9,2.5,1,57471,16,Level 5,No,1,0.11,0.79,4,52,5,28,No,2.4,Yes,0
E1198,59,Female,Human Resources,Recruiter,PhD,Married,13.9,1.2,0.7,24292,23,Level 4,Yes,3,0.73,0.82,1,46,1,10,Yes,2.22,No,1
E1199,32,Female,IT,System Administrator,Master,Single,1.8,0.9,0.1,89783,18,Level 4,No,4,0.55,0.43,4,54,4,5,No,9.46,Yes,0
E1200,36,Male,Human Resources,HR Manager,High School,Married,11.2,6.3,2.9,41344,16,Level 1,No,3,0.14,0.72,3,57,5,11,Yes,3,Yes,0
E1201,37,Female,Sales,Account Manager,Master,Single,1.1,1,0.7,37161,8,Level 3,No,2,0.81,0.46,2,37,5,25,Yes,1.42,Yes,0
E1202,59,Female,Research,Research Associate,Master,Divorced,18.2,11.9,5.2,105836,9,Level 4,No,3,0.11,0.64,4,55,2,29,No,7.84,No,0
E1203,26,Male,Sales,Sales Executive,Diploma,Single,0.7,0.1,0.1,38006,23,Level 3,Yes,2,0.33,0.32,3,45,4,30,Yes,0.87,No,1
E1204,44,Female,Human Resources,Recruiter,Bachelor,Married,6.1,3,2,64562,23,Level 4,No,3,0.46,0.67,5,49,3,18,Yes,9.89,Yes,0
E1205,52,Female,IT,Software Engineer,High School,Married,21.9,13.6,0.5,74898,21,Level 3,No,2,0.98,0.51,4,31,1,18,No,1.32,Yes,0
E1206,49,Female,Human Resources,Recruiter,Bachelor,Married,20.1,8.9,1,51942,17,Level 3,Yes,3,0.95,0.57,3,31,1,29,No,3.38,Yes,0
E1207,38,Male,Operations,Supply Chain Analyst,High School,Married,6.8,1.6,0.8,19732,16,Level 1,Yes,2,0.84,0.97,5,6,3,33,No,3.19,Yes,1
E1208,51,Female,Human Resources,Recruiter,PhD,Single,9.8,5.9,3.6,24721,16,Level 5,Yes,2,0.58,0.51,1,26,3,16,No,1.43,No,0
E1209,54,Female,Sales,Account Manager,Master,Single,0.7,0.5,0.4,24290,7,Level 4,No,4,0.81,0.98,1,49,2,6,No,4.23,Yes,0
E1210,27,Male,Marketing,SEO Analyst,Bachelor,Married,3.9,3.9,3.6,63460,18,Level 5,Yes,1,0.77,0.12,1,39,2,2,No,0.37,No,0
E1211,43,Male,IT,Software Engineer,PhD,Single,16.3,12.6,0.6,85167,21,Level 4,No,1,0.2,0.91,2,50,5,39,Yes,1.24,Yes,0
E1212,58,Male,Human Resources,HR Executive,PhD,Single,20.9,14.2,6.9,37186,24,Level 1,Yes,2,0.18,0.97,5,19,5,36,No,0.18,No,0
E1213,36,Female,IT,DevOps Engineer,Bachelor,Divorced,11.5,10.1,7.3,59592,5,Level 1,Yes,3,0.31,0.7,4,37,2,33,Yes,6.95,No,0
E1214,24,Female,IT,System Administrator,Bachelor,Single,2.9,1.1,0.3,61556,14,Level 3,Yes,2,0.45,0.82,1,42,3,37,No,6.98,Yes,0
E1215,23,Male,Research,Research Analyst,Master,Single,0.7,0.7,0.7,65774,16,Level 4,Yes,3,0.38,0.42,1,39,3,15,No,4.85,Yes,1
E1216,46,Female,Sales,Account Manager,Bachelor,Single,10.2,6.2,6.1,94552,17,Level 5,No,1,0.62,0.94,3,7,4,14,Yes,9.32,Yes,0
E1217,28,Female,Marketing,Marketing Specialist,Bachelor,Divorced,2.8,1.6,1.4,70187,20,Level 5,Yes,4,0.92,0.25,3,5,4,31,Yes,2.34,No,1
E1218,30,Male,Marketing,Brand Manager,High School,Single,4.3,0.8,0.5,23196,13,Level 1,Yes,4,0.14,0.41,1,25,1,10,Yes,2.76,Yes,1
E1219,46,Female,Finance,Financial Analyst,Diploma,Divorced,1.6,1.3,1,112530,14,Level 3,Yes,2,0.66,0.78,3,34,4,6,No,4.86,No,0
E1220,24,Female,Finance,Finance Manager,Bachelor,Divorced,1.9,1.1,1,119521,14,Level 1,No,2,0.62,0.5,4,22,4,38,Yes,8.17,Yes,0
E1221,31,Male,IT,Data Engineer,PhD,Divorced,7.5,2.6,2.1,45674,22,Level 5,Yes,3,0.26,0.15,1,54,4,28,No,1.67,No,1
E1222,30,Male,IT,System Administrator,Master,Married,5.1,0.5,0.1,85928,11,Level 1,Yes,2,0.73,0.93,2,59,1,23,No,1.42,Yes,0
E1223,38,Female,Marketing,SEO Analyst,Master,Single,0.8,0.2,0.1,84841,17,Level 5,Yes,3,0.77,0.39,2,18,2,22,No,3.93,Yes,1
E1224,57,Male,Research,Research Analyst,Bachelor,Divorced,2.7,2.4,0.7,53432,24,Level 1,Yes,2,0.85,0.58,1,47,2,4,No,2.14,Yes,0
E1225,22,Female,Sales,Sales Representative,Diploma,Divorced,0.5,0.4,0.1,94694,21,Level 1,Yes,3,0.94,0.88,2,34,5,15,Yes,1.01,Yes,0
E1226,40,Male,Operations,Operations Manager,Diploma,Single,4,4,3.2,67542,13,Level 1,Yes,2,0.73,0.82,1,33,5,34,Yes,4.15,No,0
E1227,37,Male,Finance,Accountant,PhD,Single,10.9,1.2,0.8,88946,8,Level 3,Yes,3,0.35,0.67,2,45,2,17,Yes,2.56,Yes,1
E1228,51,Male,Human Resources,HR Executive,Diploma,Married,26.1,5.7,5.6,89857,21,Level 4,Yes,3,0.13,0.77,1,8,1,27,Yes,6.63,Yes,0
E1229,34,Female,Sales,Sales Executive,Master,Divorced,5.1,3.6,2.6,111742,11,Level 1,Yes,1,0.54,0.58,1,48,4,22,No,7.86,Yes,0
E1230,53,Female,Operations,Operations Executive,Bachelor,Married,13,3.5,1.5,48445,8,Level 1,Yes,3,0.99,0.34,3,51,2,26,No,8.71,Yes,0
E1231,30,Female,Sales,Sales Representative,Bachelor,Married,4.4,1.7,0.4,70644,18,Level 1,No,4,0.38,0.16,2,39,3,36,Yes,3.93,Yes,1
E1232,27,Female,Marketing,Marketing Specialist,Bachelor,Single,1.4,0.5,0.3,19905,21,Level 2,No,2,0.48,0.48,4,54,5,30,Yes,6.67,No,0
E1233,44,Female,Marketing,SEO Analyst,Bachelor,Divorced,17.7,9.5,2.4,77287,18,Level 1,No,2,0.68,0.45,5,24,1,31,Yes,0.64,Yes,0
E1234,48,Female,Sales,Sales Representative,Diploma,Divorced,8.1,2.6,2.2,109967,24,Level 2,No,2,0.82,0.1,5,18,2,22,No,3.62,No,0
E1235,43,Male,Operations,Operations Executive,Bachelor,Married,11.2,1,0.5,82120,12,Level 5,No,4,0.46,0.32,2,40,2,31,Yes,2.02,Yes,0
E1236,41,Male,Marketing,Marketing Specialist,High School,Married,10,4.3,1.4,79832,21,Level 3,Yes,1,0.24,0.67,2,39,3,10,No,8.82,Yes,0
E1237,53,Female,Research,Research Analyst,Diploma,Married,21.3,7.7,3.9,70460,10,Level 1,Yes,1,0.41,0.95,1,33,5,6,Yes,8.58,Yes,0
E1238,36,Female,Sales,Sales Representative,Diploma,Divorced,13.3,3.8,1.9,66178,8,Level 4,No,2,0.67,0.21,5,46,3,30,Yes,4.7,Yes,0
E1239,25,Male,Marketing,Marketing Specialist,PhD,Single,2.5,2.4,0.4,100802,24,Level 5,Yes,4,0.89,0.83,2,34,3,25,Yes,2.67,No,0
E1240,30,Female,Research,Research Analyst,PhD,Married,7,4.8,1.4,49782,20,Level 4,Yes,2,0.44,0.23,1,6,4,9,No,2.78,No,0
E1241,44,Male,Finance,Finance Manager,High School,Married,11.1,2.6,2.5,87782,19,Level 1,No,3,0.59,0.98,2,16,3,7,Yes,4,No,0
E1242,29,Female,Finance,Finance Manager,Diploma,Married,0.6,0.2,0.1,23270,6,Level 4,Yes,1,0.41,0.63,1,57,4,4,No,9.82,Yes,1
E1243,27,Female,Marketing,Marketing Specialist,Bachelor,Divorced,4.9,2.6,2.1,52699,15,Level 1,No,1,0.29,0.91,4,55,2,2,Yes,7.34,Yes,0
E1244,26,Female,Research,Research Analyst,High School,Married,4.8,1.1,0.4,46836,16,Level 4,Yes,3,0.29,0.2,2,7,4,17,Yes,0.67,No,1
E1245,53,Male,Human Resources,Recruiter,PhD,Married,16.7,4.9,4.1,51177,18,Level 4,No,4,0.14,0.49,1,57,5,8,Yes,0.4,No,0
E1246,53,Male,Finance,Accountant,Bachelor,Single,8.7,6.1,2.3,62019,23,Level 1,Yes,1,0.24,0.97,5,30,4,12,No,8.1,No,0
E1247,52,Male,Human Resources,Recruiter,Bachelor,Single,7.7,0.8,0.8,41810,21,Level 1,No,4,0.55,0.45,2,31,1,12,No,2.25,Yes,0
E1248,23,Male,Marketing,SEO Analyst,High School,Divorced,0.7,0.1,0.1,107006,12,Level 1,Yes,3,0.97,0.66,2,44,3,22,No,0.68,No,0
E1249,36,Female,Human Resources,Recruiter,Diploma,Married,4.8,2.7,0.2,97701,14,Level 5,Yes,3,0.97,0.54,5,58,2,14,No,0.69,No,0
E1250,30,Female,Marketing,Marketing Specialist,Diploma,Married,1.5,0.4,0.1,49568,21,Level 1,No,4,0.28,0.87,4,14,5,1,Yes,6.52,Yes,0
E1251,50,Female,Sales,Sales Executive,Bachelor,Married,7.6,4.4,0.7,53857,7,Level 3,Yes,2,0.85,0.68,5,17,3,1,Yes,4.06,No,0
E1252,49,Female,Sales,Account Manager,PhD,Single,17.6,14.8,5.4,90630,10,Level 2,Yes,4,0.83,0.58,5,49,1,23,Yes,5.21,No,0
E1253,24,Male,Finance,Financial Analyst,Master,Married,1.3,1.3,1,43102,5,Level 2,No,3,0.22,0.86,1,42,3,27,Yes,4.01,No,0
E1254,46,Male,Marketing,SEO Analyst,Diploma,Married,20.2,13.7,0.9,97957,11,Level 5,No,4,0.37,0.16,4,46,5,4,No,6.71,No,0
E1255,36,Male,IT,DevOps Engineer,High School,Single,2,1.4,0.3,91587,17,Level 3,No,2,0.67,0.65,3,22,5,4,No,6.12,Yes,0
E1256,27,Male,Marketing,Marketing Specialist,Master,Married,0.6,0.4,0.3,20106,15,Level 2,Yes,1,0.54,0.41,1,52,3,8,Yes,8.76,Yes,1
E1257,40,Male,Human Resources,HR Manager,Master,Single,17.9,8.4,2.7,67433,14,Level 4,Yes,2,0.35,0.25,4,21,2,21,Yes,3.99,No,1
E1258,38,Female,IT,Software Engineer,PhD,Divorced,10.6,5.9,5.7,113555,5,Level 2,No,4,0.44,0.82,2,16,5,31,No,7.41,No,0
E1259,53,Male,Research,Research Associate,High School,Single,3.9,2.1,0.9,58014,23,Level 4,No,3,0.18,0.22,4,28,1,34,Yes,0.54,Yes,0
E1260,52,Female,Research,Research Associate,Master,Divorced,12.7,2.2,1,115889,6,Level 2,No,1,0.23,0.32,3,10,3,10,No,7.86,Yes,0
E1261,22,Female,Marketing,Brand Manager,High School,Divorced,0.8,0.2,0.1,24243,23,Level 3,Yes,4,0.71,0.23,5,39,4,26,No,0.51,No,1
E1262,30,Male,Marketing,SEO Analyst,Master,Married,7,2.8,0.9,97891,8,Level 2,Yes,2,0.94,0.2,5,40,3,22,No,1.82,No,0
E1263,22,Male,Sales,Sales Executive,PhD,Divorced,0.7,0.2,0.1,66457,23,Level 4,No,1,0.11,0.74,1,43,5,21,No,5.48,Yes,0
E1264,33,Female,Operations,Operations Manager,Bachelor,Married,3.7,0.3,0.2,83876,5,Level 4,Yes,3,0.44,0.76,5,11,1,19,Yes,1.71,Yes,0
E1265,45,Female,IT,System Administrator,Diploma,Married,10.6,1.9,0.3,113546,16,Level 1,No,1,0.61,0.65,5,27,4,27,Yes,4.88,Yes,0
E1266,37,Male,IT,Data Engineer,High School,Married,4,0.7,0.1,84764,20,Level 3,Yes,3,0.77,0.85,5,29,4,17,No,9.95,No,0
E1267,32,Female,IT,Software Engineer,Bachelor,Married,4.9,0.3,0.3,27196,17,Level 3,No,3,0.9,0.27,3,57,2,9,Yes,1.23,Yes,1
E1268,58,Male,Research,Research Associate,Diploma,Divorced,8.6,0.6,0.2,108260,20,Level 3,No,4,0.32,0.45,1,23,3,30,Yes,8.1,Yes,0
E1269,42,Female,Operations,Supply Chain Analyst,Diploma,Single,15.2,11.7,3.2,76601,9,Level 3,No,1,0.75,0.26,1,23,5,26,No,6.09,No,0
E1270,53,Female,Human Resources,HR Manager,Diploma,Divorced,8.2,7.2,6.4,85177,20,Level 4,Yes,1,0.37,0.33,2,35,2,3,No,3.8,Yes,1
E1271,33,Male,Research,Data Scientist,Bachelor,Married,10.1,5.6,3.3,21847,18,Level 2,Yes,2,0.37,0.54,4,10,2,31,No,6.51,No,1
E1272,25,Male,Sales,Sales Executive,High School,Single,2.1,1.3,0.6,63807,7,Level 1,Yes,1,0.68,0.68,4,44,5,37,Yes,7.26,No,0
E1273,24,Female,Research,Research Associate,PhD,Single,1.9,1.3,0.3,38269,6,Level 5,No,2,0.5,0.63,4,22,2,29,Yes,0.89,No,0
E1274,52,Female,IT,Data Engineer,Bachelor,Single,6.8,2.2,0.2,69644,18,Level 4,Yes,3,0.64,0.28,5,57,3,19,Yes,2.84,No,0
E1275,59,Male,Marketing,SEO Analyst,Diploma,Divorced,23.6,0.4,0.3,41190,19,Level 2,No,2,0.7,0.89,2,40,4,23,No,2.08,No,0
E1276,26,Male,Operations,Operations Manager,High School,Single,4.6,3.5,3.4,113655,7,Level 4,Yes,4,0.59,0.6,1,26,1,35,Yes,4.06,No,0
E1277,33,Male,IT,Data Engineer,Diploma,Single,8.1,6.4,5.3,104191,20,Level 4,No,3,0.3,0.65,2,58,5,34,No,7.52,Yes,0
E1278,26,Male,Research,Research Analyst,Master,Divorced,1.4,1.1,0.3,65710,21,Level 1,Yes,2,0.8,0.24,5,38,3,9,No,4.72,No,1
E1279,40,Male,Human Resources,HR Manager,Diploma,Single,11.6,9.2,3.6,80334,21,Level 5,No,2,0.24,0.84,5,31,5,18,Yes,0.15,Yes,0
E1280,38,Female,Finance,Finance Manager,High School,Divorced,16.9,8.1,7.8,108748,9,Level 4,No,4,0.26,0.95,3,18,2,7,No,4.07,No,0
E1281,33,Male,Finance,Financial Analyst,High School,Divorced,11.6,4.4,2.4,83462,19,Level 2,No,3,0.85,0.23,4,18,4,8,Yes,3.8,No,0
E1282,57,Female,IT,DevOps Engineer,Master,Single,25.9,3.6,2.3,40090,17,Level 4,Yes,4,0.83,0.3,1,8,4,33,Yes,9.56,No,0
E1283,38,Female,Marketing,Marketing Specialist,Diploma,Divorced,6.9,2.2,1.3,21075,9,Level 2,Yes,3,0.85,0.12,1,7,2,26,Yes,9.49,No,1
E1284,47,Female,Research,Data Scientist,Bachelor,Single,7.9,3.2,1,29109,8,Level 4,Yes,1,0.87,0.43,1,5,1,39,No,8.36,No,0
E1285,50,Male,Sales,Account Manager,Diploma,Single,4.4,4.1,3.1,115779,21,Level 2,Yes,4,0.95,0.17,3,29,5,15,Yes,6.44,No,0
E1286,48,Female,Human Resources,HR Executive,Diploma,Married,24.3,8.5,6.1,97778,21,Level 3,No,1,0.97,0.98,4,21,5,39,No,6.09,Yes,0
E1287,58,Male,Research,Data Scientist,Bachelor,Single,24.9,8,1.6,56227,15,Level 2,No,3,0.81,0.58,3,38,1,37,Yes,5.66,Yes,0
E1288,37,Female,Human Resources,HR Executive,High School,Married,12.8,2,0.6,53731,20,Level 1,No,1,0.63,0.28,1,18,3,33,No,2.85,Yes,0
E1289,31,Male,Research,Data Scientist,PhD,Married,1.3,1,0.2,43311,9,Level 2,No,2,1,0.16,4,33,4,24,Yes,8.17,No,0
E1290,43,Male,Finance,Finance Manager,Diploma,Single,12.5,3,1.5,72354,14,Level 4,Yes,3,0.83,0.54,4,55,5,12,Yes,8.8,Yes,0
E1291,43,Female,Sales,Sales Representative,Master,Divorced,8.4,2.7,2.3,55580,20,Level 4,No,2,0.4,0.25,2,9,5,19,No,6.38,Yes,0
E1292,48,Female,IT,Data Engineer,High School,Divorced,16,14.1,9.2,103934,7,Level 5,Yes,2,0.53,0.32,2,8,2,28,Yes,8.57,No,0
E1293,22,Male,Human Resources,HR Manager,Diploma,Single,0.7,0.3,0.2,19709,14,Level 1,Yes,4,0.58,0.22,1,35,3,9,No,2.45,No,1
E1294,36,Female,IT,System Administrator,Master,Married,11.6,5.8,2.1,22002,8,Level 1,No,4,0.94,0.25,3,45,4,28,Yes,5.31,Yes,0
E1295,56,Male,Operations,Operations Manager,PhD,Married,9.5,4.8,2.6,24902,9,Level 1,Yes,1,0.28,0.98,1,16,1,27,No,4.25,No,1
E1296,55,Female,Human Resources,Recruiter,Master,Married,5.5,4.5,3.4,49799,10,Level 4,No,4,0.44,0.63,4,7,1,16,No,9.12,No,0
E1297,29,Male,Human Resources,HR Manager,High School,Married,1.7,1.2,1,98931,6,Level 4,No,3,0.99,0.66,5,30,2,13,Yes,5.76,No,0
E1298,27,Female,Finance,Accountant,Diploma,Married,2.1,1.6,0.9,28221,12,Level 5,No,3,0.78,0.72,3,8,5,4,No,5.88,Yes,0
E1299,28,Female,Marketing,Marketing Specialist,Bachelor,Single,6.4,6.3,1.7,31135,15,Level 2,Yes,4,0.24,0.47,2,51,4,34,No,7.41,No,0
E1300,34,Male,Marketing,Brand Manager,Bachelor,Divorced,4.3,4,0.8,112897,22,Level 5,Yes,4,0.22,0.41,3,54,4,35,Yes,4.88,No,0
E1301,24,Male,Research,Research Associate,High School,Married,2.3,1.4,1.2,76867,5,Level 3,Yes,4,0.11,0.56,4,56,5,38,No,0.64,Yes,1
E1302,46,Female,Sales,Account Manager,Bachelor,Married,1,0.9,0.2,70816,19,Level 4,Yes,4,0.73,0.18,2,34,2,12,No,4.12,Yes,1
E1303,33,Male,Sales,Sales Representative,Bachelor,Married,11.5,5.5,2.2,82869,9,Level 1,Yes,2,0.77,0.44,2,10,1,23,No,7.1,Yes,0
E1304,50,Female,Research,Research Analyst,Master,Married,25.4,2.2,1.8,74880,20,Level 3,Yes,1,0.14,0.2,4,27,1,2,No,1.93,No,1
E1305,47,Female,Human Resources,Recruiter,High School,Married,21.2,5,1.2,45963,22,Level 3,Yes,4,0.68,0.59,2,30,3,26,Yes,3.6,Yes,0
E1306,24,Female,Operations,Operations Executive,Bachelor,Single,1.4,1.3,0.3,27050,14,Level 3,No,3,0.28,0.85,3,46,2,33,Yes,8.38,Yes,1
E1307,39,Female,Sales,Account Manager,Master,Divorced,11.4,1.4,1.1,117287,20,Level 5,No,1,0.61,0.38,3,14,1,18,No,9.23,No,0
E1308,46,Male,Human Resources,Recruiter,Master,Divorced,15.4,12.4,0.7,77634,14,Level 3,No,2,0.13,0.26,5,33,3,4,Yes,6.77,Yes,0
E1309,31,Male,IT,System Administrator,Bachelor,Married,4.7,4.3,1.5,75633,18,Level 1,No,2,0.61,0.53,5,5,3,6,Yes,6.37,No,0
E1310,53,Female,Sales,Sales Representative,Bachelor,Divorced,13.2,2.8,1,116838,14,Level 4,No,2,0.97,0.88,2,56,3,22,No,4.89,No,0
E1311,42,Female,Finance,Accountant,Bachelor,Single,7.8,3,1.8,70538,5,Level 3,No,3,0.89,0.56,5,6,2,23,No,1.47,No,0
E1312,44,Female,Operations,Supply Chain Analyst,High School,Divorced,12,1.1,0.1,32306,6,Level 5,No,4,0.64,0.38,4,9,2,1,Yes,4.02,Yes,0
E1313,42,Female,Sales,Account Manager,High School,Single,12.3,6.9,2.5,56259,10,Level 5,No,1,0.44,0.82,4,35,4,36,Yes,3.93,Yes,0
E1314,47,Female,Research,Data Scientist,PhD,Divorced,7.2,3.2,2.6,26398,7,Level 5,No,2,0.4,0.17,4,45,2,11,Yes,3.96,No,0
E1315,24,Female,Operations,Supply Chain Analyst,Diploma,Married,2.2,0.2,0.2,21594,19,Level 1,No,2,0.91,0.1,4,35,1,3,Yes,0.41,Yes,1
E1316,34,Male,IT,Software Engineer,PhD,Married,8.6,1.8,0.2,71281,5,Level 2,Yes,4,0.31,0.76,3,42,5,2,No,1.28,Yes,1
E1317,22,Male,Finance,Accountant,Diploma,Divorced,0.7,0.6,0.2,86203,12,Level 1,No,3,0.13,0.66,2,52,4,9,Yes,5.16,No,0
E1318,48,Male,Human Resources,HR Manager,Diploma,Married,11.3,9.8,6.5,47511,22,Level 2,Yes,2,0.78,0.49,1,13,3,5,No,9.61,No,0
E1319,22,Male,Human Resources,HR Executive,Bachelor,Married,0.8,0.3,0.1,22192,12,Level 5,Yes,2,0.68,0.27,5,42,3,13,No,0.19,No,1
E1320,59,Female,Human Resources,HR Executive,High School,Divorced,28.1,4.9,3.9,97769,24,Level 1,Yes,3,0.8,0.95,2,51,2,37,Yes,6.63,No,0
E1321,48,Male,Operations,Operations Manager,Master,Married,17.8,13.4,8.2,51713,24,Level 5,Yes,4,0.42,0.5,4,23,1,21,No,8.33,Yes,0
E1322,56,Female,Human Resources,Recruiter,Diploma,Divorced,19.4,3.4,2.3,54673,6,Level 3,Yes,3,0.11,0.21,5,14,5,35,Yes,4.17,Yes,1
E1323,32,Female,Marketing,SEO Analyst,High School,Married,9.9,1.6,0.7,56643,16,Level 3,No,3,0.22,0.85,5,24,3,10,Yes,0.8,No,0
E1324,33,Male,Sales,Account Manager,Master,Married,9.7,6.6,0.8,56828,23,Level 3,Yes,3,0.54,0.35,1,25,5,1,No,1.07,No,0
E1325,59,Female,IT,DevOps Engineer,PhD,Divorced,1.8,0.2,0.1,67708,20,Level 2,Yes,1,0.24,0.75,4,20,1,22,Yes,2.26,No,1
E1326,37,Male,Marketing,SEO Analyst,Bachelor,Single,4.4,0.4,0.2,50469,22,Level 1,Yes,3,0.2,0.44,3,29,4,7,Yes,6.92,No,1
E1327,50,Female,Finance,Accountant,High School,Divorced,10.7,8.5,7.1,31654,8,Level 3,Yes,2,0.63,0.16,3,17,4,13,No,8.83,No,0
E1328,28,Female,Research,Research Associate,Bachelor,Married,4.2,2.2,1.4,21787,13,Level 2,No,3,0.3,0.22,3,5,2,9,No,3.33,Yes,1
E1329,25,Male,Research,Research Analyst,Master,Married,1.3,1.3,0.8,95678,15,Level 3,Yes,2,0.72,0.13,5,46,4,37,Yes,2.81,No,1
E1330,26,Female,Operations,Supply Chain Analyst,Diploma,Married,1.6,0.3,0.2,113551,20,Level 2,No,3,0.57,0.64,3,36,4,7,No,0.63,Yes,0
